      幫攞兩斤半肥瘦。\n,		
      而今啲細佬哥講嘢半撈不白，下一代就可能完全冇識講白話嘹。\n,		
      啲雞肉煮到半生熟噉同點食？\n,		
      隻老師其實都係半桶水。\n,		
      佢隻人冇識幾多𥹸子噶。\n,		
      大人講話細佬哥冇叉巴啦！\n,		
      昨晚差尐得米咯！\n,		
      差尐仔入球。\n,		
      架車夠差火哦！\n,		
      差冇多到嘹。\n,		
      北海啲豬腳粉跟欽州嘅差天遠。\n,		
      我猜準佢今晚冇來噶。\n,		
      你係來踩場嘅哇？\n,		
      今日你係冇係來拆場噶？\n,		
      互相拆臺對大家都冇有好處。\n,		
      員警捉賊佬。\n,		
      你條金項鍊亮到鑱眼。\n,		
      台車咁殘渣，係時候換啦。\n,		
      部手機成日司機，好殘渣。\n,		
      拖多幾條友來幫撐場喂！\n,		
      人仔細細就咁劥撐頸。\n,		
      今晚我自己在屋打甂爐，過來撐檯腳冇？\n,		
      冇識擦鞋邊上得位。\n,		
      樓上裝修好吵耳。\n,		
      啲細老哥真係吵𫵱耳。\n,		
      冇搏命炒更，幾時正買得到屋？\n,		
      昨日放學捱幫爛仔耖身。\n,		
      老王啲身世好淒涼。\n,		
      識你耍遊戲耍得沉醉囉！\n,		
      冇使理佢啦，啲老同志都係咁沉醉㗎！\n,		
      今晚陪媽仔去趁街。\n,		
      今日出新棠街趁墟。\n,		
      肚痛係冇？趁你病攞你命，愈發要做你！\n,		
      嗰隻哈密瓜湒脆嘅！\n,		
      啲工都做得七七八八嘹。\n,		
      隻路口啲車出出入入好危險。\n,		
      出千着捉到就捱打死。\n,		
      有咩咁出奇？\n,		
      出在你啦！\n,		
      佢好失禮，出人見衆都穿得咁邋遢。\n,		
      單嘢我要抽水10%。\n,		
      隻嘢夠醜鬼嘅！\n,		
      咁大隻人仲哭，醜鬼冇？\n,		
      又瀨尿？醜喵喵哦！\n,		
      有咩回屋斟，冇要當街爭，醜人！\n,		
      佢講啲白話臭青嘅。\n,		
      條水溝臭烴烴。\n,		
      隻嘢幾日冇洗身了？咁遠都覺得臭氣。\n,		
      件衫冇識幾臭汗酸。\n,		
      啲粽都臭歿咯！\n,		
      條魚臭泥嘅。\n,		
      盤青菜臭火燫嘅。\n,		
      啲細佬哥嘈天巴閉。\n,		
      天未光就捱嘈醒嘹。\n,		
      車車轉都冇揾得到佢。\n,		
      我食飽就誃人嘹。\n,		
      隻雞未記得撏毛。\n,		
      撏丟啲毛去。\n,		
      送分題都錯，真係淺水沉死人！\n,		
      啲線黐實嘹。\n,		
      噉子正似樣囉！\n,		
      你穿身嘢夠似𫵱嘅！\n,		
      佢似十足佢老豆去！\n,		
      佢學吉他都學得似模似樣喎！\n,		
      僭隊嘅人真係冇素質。\n,		
      千祈冇信佢！\n,		
      昨晚去滾嘅事穿煲嘹。\n,		
      佢連續投了幾隻穿針。\n,		
      跌穿頭。\n,		
      佢太諯世，好多人想打佢。\n,		
      生到噉子嘅仔，真係前世冇修哦！\n,		
      啲荔枝仲青蘨蘨到。\n,		
      食碗清簡粥冇識幾舒服！\n,		
      片天真係清景。\n,		
      我喜歡在啲比較清景嘅地方住。\n,		
      啲泉水好清甜！\n,		
      中了咁大獎，幾時請飲？\n,		
      畀佢做？我情願自己做哦！\n,		
      日日着領導鬧，真係冇情願哦！\n,		
      我初初仲以為佢跟我一樣大。\n,		
      坐定收錢。\n,		
      我錯手打到佢。\n,		
      你啲頭髮長橈橈到，幾時去剪？\n,		
      條竿長䦋䦋。\n,		
      今晚大橋頭又有人唱採茶。\n,		
      你隻菜腳，我讓你三碼。\n,		
      隻賊佬係從窗眼跳落來噶。\n,		
      隻𫵱頭邊仲識回屋！\n,		
      𫵱稍！冇記得帶錢。\n,		
      攤豬腳粉好食𫵱稍！\n,		
      關鍵時候隻𫵱屎又冇識走去邊啲嘹。\n,		
      得閒過來飲茶吹水。\n,		
      今晚邊人吹鐖去飲？\n,		
      條青瓜脆湒湒嘅，好食哦！\n,		
      隨邊食隨邊飲。\n,		
      隨邊食隨邊飲。\n,		
      今日打球𢿭到手乸頭。\n,		
      炒咩菜咁𣤶鼻？\n,		
      炒咩菜咁噈鼻？\n,		
      穿襯衫束裝顯得精神。\n,		
      速度回屋食飯。\n,		
      啲粽好重秤。\n,		
      隻書包重濌濌。\n,		
      你食嘢夠重口嘅！\n,		
      幫我捶捶背喂，冇要咁重手喔。\n,		
      份禮咁重手啊？\n,		
      我從細到大都係住在二馬路。\n,		
      再嘈就拉你去打靶。\n,		
      人哋兩公婆爭跤你又來打趁哄！\n,		
      天冷合適打甂爐。\n,		
      而今啲實習生一個個都以為自己好打得，實質上好多嘢都冇識。\n,		
      我今日打跌了一百文。\n,		
      荔枝開始打果了哇。\n,		
      打倒盆湯。\n,		
      捉條木打橫就放得落去啦！\n,		
      條鯉魚都差啲上鉤咯，又畀佢打走嘹。\n,		
      你捉隻相機打直影一張。\n,		
      佢肚大好多嘹，帶仔啦？\n,		
      我老婆在屋己帶仔。\n,		
      錢我就大把。\n,		
      大宗，大規模；②出大事故:飲酒開車捱捉到就大單。\n,		
      感冒冇食藥，留佢拖落去就大件事了哇！\n,		
      噉子冇死都算大命。\n,		
      我從來都沒見過咁大粒嘅珍珠。\n,		
      你咁大使，幾多錢正夠養你？\n,		
      開車撞到人，真係好大鑊！\n,		
      滿月酒都搞咁大陣仗啊？\n,		
      大種番薯。\n,		
      擔擔去提親。\n,		
      面試陣時要憺定尐。\n,		
      單單飲糖水都飲了一百文。\n,		
      高手打單張。\n,		
      冇單止你想去，大家都想。\n,		
      摩托車搭客。\n,		
      佢冇答歃我。\n,		
      佢份人冇咩答歃。\n,		
      真係冇抵得你一分鐘哦！\n,		
      你台手機咁抵寶啊？食飯都要搬到。\n,		
      身濕齊嘹，抵力死哦。\n,		
      條衫買得抵值。\n,		
      我都係抵諗食一口。\n,		
      台菜正三百文都好抵食。\n,		
      五十文得條衫，抵死咯！\n,		
      第二次記得小心尐。\n,		
      今日冇得閒，第二日正講。\n,		
      佢就係得把口哦，乜都冇識做。\n,		
      贏一盤咡，冇使你咁得戚。\n,		
      加入我哋志願者係冇得錢噶哇，你諗好喔。\n,		
      噉子發燒落去冇得扂喔，要快啲去睇醫生正得。\n,		
      佢今晚唱首歌得分喎！\n,		
      我一直冇得閒過！\n,		
      隻妹妹仔真係得意哦！\n,		
      前頭你追嗰隻妹仔，得米未？\n,		
      佢而今做嗰行嘢得食喔。\n,		
      噉子落去仲得妥？\n,		
      片面追求GDP增速嘅發展模式係冇得耐噶。\n,		
      我特聽冇講畀佢聽。\n,		
      啲雪梨髧𦻀𦻀，睇起身就似想壞噉子。\n,		
      我撴你蝦籠！又輸！\n,		
      我等陣就到。\n,		
      等定美元升值。\n,		
      快啲還錢喎，等使啊！\n,		
      等間你就識錯！\n,		
      去探年要買尐嘢等手。\n,		
      戥秤肉。\n,		
      落雨溚渧。\n,		
      食飽晚去䂿骨。\n,		
      食飽晚去𢱕骨。\n,		
      佢突然間沖出來。\n,		
      倒水落糞坑。\n,		
      倒水落鑊去煲湯。\n,		
      等大家都到位了就開始開會。\n,		
      落雨開車冇開咁快喂，好驚到死。\n,		
      隻後媽好鬥毒。\n,		
      快啲去炓火煮飯。\n,		
      冇嘈！𨴗𨴗聽佢講！\n,		
      佢太有勢力嘹，打了你你都要𨴗𨴗抵。\n,		
      做乜大家都𨴗闟闟，冇講嘢噶？\n,		
      地底有一文錢。\n,		
      在人哋地頭上要低調尐。\n,		
      隻妹仔夠滴惜哦。\n,		
      豬肉點賣？\n,		
      今日啲題我全部都識做，扂過坴蔗！\n,		
      我好心幫佢，佢顛倒誣賴我。\n,		
      你冇跟幫嘢癲癲廢廢！\n,		
      佢成日同佢公仔頂頸。\n,		
      我冇頂得順嘹。\n,		
      落雨咁大，雨遮邊啲頂使噶？\n,		
      明識冇夠打都要頂硬上。\n,		
      我頂你個肺！\n,		
      徛定定。\n,		
      輸定局。\n,		
      飲多兩杯佢冇定𣔻了咩！\n,		
      畀一碟仔豉油我。\n,		
      昨日坐單車跌穿頭。\n,		
      條衫跌落樓嘹。\n,		
      你留塊地丟荒不如栽尐菜。\n,		
      一世人冇咁丟架過。\n,		
      你冇要在啲丟醜人啦。\n,		
      昨晚又着我老豆屌搉。\n,		
      條褲吊𣔻𣔻到。\n,		
      昨日有隻學生吊頸死嘹。\n,		
      你講間大排檔咁吊腳，應該都冇咩生意哦！\n,		
      約了佢幾次佢都係講睇睇過正，夠吊屎噶！\n,		
      去親醫院醫生都要我吊針。\n,		
      調轉車頭。\n,		
      都怪我太多口。\n,		
      你咁多餘理啲事做咩？\n,		
      隻阿伯好多事！\n,		
      你隻嘢真係夠多錙縶哦！\n,		
      多嘴喂！識錯未。\n,		
      多數全，少數份，全份！\n,		
      走落樹底躲蔭。\n,		
      有棟屋垛定在啲，你驚咩囉？\n,		
      度身定做。\n,		
      捉隻仔當金當寶來養。\n,		
      昨晚劈酒着佢㨃冧嘹。\n,		
      㞘底仲有尐水。\n,		
      我識係邊人𧰵水一定做死佢！\n,		
      我成日着人哋𧰵背脊。\n,		
      䐁底仲有尐水。\n,		
      一隻班咁多人，做咩老師獨獨罰你？\n,		
      做人冇要花假。\n,		
      隻花撩婆！\n,		
      本書着佢畫得花哩睩到。\n,		
      條衫花花睩睩。\n,		
      冇使你搞咁多花腎。\n,		
      化閪！又輸！\n,		
      佢辦事好快脆。\n,		
      春運搶票要快手。\n,		
      劉義打番鬼，越打越好睇。\n,		
      隻嘢撞到人家冇賠錢仲在啲鬧人，夠番蠻嘅！\n,		
      今晚翻北風。\n,		
      你捉啲嘢耖得翻翻仆仆又冇執拾好。\n,	1	
      幫我調翻轉張沙發喂。\n,		
      錯過了就冇得返轉頭。\n,		
      佢走去惹人家，結果捱人哋打返轉頭。\n,		
      隻嘢真係夠反骨！竟然幫外頭人打自己人。\n,		
      再唱我我就反面！\n,		
      冇得閒同你販話。\n,		
      佢噉子做法梗係犯衆憎啦！\n,		
      公狗發春。\n,		
      你隻發大瘟一日到黑就識去摸麻將！\n,		
      啱做齊手術冇得食豆類噶，肯發毒講。\n,		
      隻娘媽真係發姣，係隻公嘅佢都會撩。\n,		
      冇買玩具畀佢佢就發爛𧨊。\n,		
      食豬腳食到發痧瀨屎。\n,		
      三年冇發市，發市食三年。\n,		
      三年冇發市，發市食三年。\n,		
      人哋講食多番桃會發屎窒。\n,		
      講佢兩句佢就發性嘹。\n,		
      你幾時需要我分分鐘趕過去。\n,		
      你冇使咁紛囂，一陣間跌到。\n,		
      三月冷死紛囂乸。\n,		
      條粉腸冇識揾到路。\n,		
      條街特別多粉仔。\n,		
      你隻糞箕幾時正做得齊份嘢？\n,		
      手機跌落糞坑嘹。\n,		
      我冇忿輸！\n,		
      噉子就放棄，我冇忿得。\n,		
      借借火鐖畀我點煙喂。\n,		
      我頭先真係好火爆，佢居然敢打我！\n,		
      雷公火索。\n,		
      睇到佢冇生性嘅樣子，真係火炠哦！\n,		
      今晚又着人家放飛機嘹。\n,		
      買咁多台手機留來放閒咩！\n,		
      老婆冇在屋，今晚得放爛飲了囉？\n,		
      佢考了幾次都冇考得上，跟尾就放爛嘹。\n,		
      落課一齊去放水冇？\n,		
      佢放水畀我贏。\n,		
      冇有人撐腰，佢冇可能咁放趪。\n,		
      你放膽猜，輸了我飲！\n,		
      碟青菜苦澀噶！\n,		
      改褲腳。\n,		
      跳來跳去褲甩甩。\n,		
      褲𧟘穿竉。\n,		
      你穿幾多褲頭？\n,		
      你搞咩符法？\n,		
      做咩搞得張台糊之麻溏到？\n,		
      你隻髮型咁風𢝵嗱！\n,		
      隻嘢咁風氣，遲早捱人打一身。\n,		
      我扇了佢一風殟。\n,		
      逢親想出去耍都落雨。\n,		
      去飲酒逢親都見你噶？\n,		
      今日中獎晚黑要加菜。\n,		
      你咁多家紗幾時正搬得齊？\n,		
      我假假都算在欽州街有頭有面。\n,		
      做咩部電影啲人打格仔噶？\n,		
      我過去隔交仲捱打了一捶。\n,		
      飲茶會隔藥。\n,		
      大家佮錢做生意。\n,		
      我跟佢都佮得。\n,		
      佮份做生意。\n,		
      佮夥做生意。\n,		
      佮起身得百零文。\n,		
      明明都交帶過你了仲係冇記得！\n,		
      攤豬腳粉好食交關。\n,		
      隻娘媽夠交關哦！\n,		
      冇好意思哦又來搞吵你。\n,		
      你隻任務搞扂未？\n,		
      佢哋通日來嗰啲搞檔。\n,		
      冇要在我地頭搞嘢。\n,		
      早知如此都冇至於搞到傾家蕩產。\n,		
      幫我搞直單嘢。\n,		
      你冇成日來攪吵我！\n,		
      冇要你來啲攪屎棍！\n,		
      佢在二中教書。\n,		
      你寫啲雞腸文我冇識睇得直。\n,		
      你間屋一當雞竇噉。\n,		
      我講白話，佢講英語，真係雞同鴨講！\n,		
      啲細數就冇計帶啦！\n,		
      冇得噉子做嘅哇！\n,		
      睡覺之前記得禁鐖。\n,		
      佢老婆跟老契嘹。\n,	1	
      凡事預多尐時間，冇要咁緊火。\n,		
      啲嘢未熟透，冇使咁緊喉。\n,		
      你幫我𥄫實佢。\n,		
      我惹到佢發吉憂嘹。\n,		
      小心啲草㓤手。\n,		
      佢雖然生得高懬懬到，但係打籃球就一般般。\n,		
      佢好㞗屎噶！你冇咁容易追得到哦！\n,		
      九世都冇想再見到佢。\n,		
      一碗飯夠飽冇？\n,		
      一張票耍了一晚，夠本哦！\n,		
      今日畀你食夠餐去。\n,		
      嗰兩隻嘢真係夠擔哦，都係咁爛耍嘅！\n,		
      今晚未飲夠喉。\n,		
      隻嘢真係夠格哦，跟佢講話都冇理人噶。\n,		
      啲湯夠味啦。\n,		
      昨晚冇睡得夠眼。\n,		
      今日打球打得夠皮哦！\n,		
      夠鍾落班。\n,		
      今日耍夠癮未？\n,		
      上臺冇要驚醜。\n,		
      驚死人家冇還錢佢。\n,		
      年輕人做事冇要驚驚縮縮。\n,		
      你有幾多錢？\n,		
      幾何正得出來耍一次，想食就食。\n,		
      我哋幾耐冇見過面嘹。\n,		
      幾早都喊你冇要噉子做。\n,		
      佢搞得我真係好㥛氣。\n,		
      落咁大雨，兼之路又冇好走。\n,		
      噉子嘅事都做得出來，你一終冇見醜噶？\n,		
      而家物價貴，一百文都冇見使。\n,		
      隻入球真係勁抽哦！\n,		
      今年國慶我有五場結婚酒要飲。\n,		
      昨晚最後係邊人結數？\n,		
      嗰嘴爽哦！\n,		
      餓到腳𢲜齊。\n,		
      人家啲腳力幾好驚，你同點比？\n,		
      乾撈粉。\n,		
      講大話鼻公會變長。\n,		
      啱講落口就冇記得嘹。\n,		
      你份人講冇聽噶！\n,		
      前幾日跟人家槓腳，宜家未行得路。\n,		
      十文都冇捨得出，使咁孤寒冇？\n,		
      做啲工夠攰人嘅！\n,		
      件事已經焗硬係噉嘹。\n,		
      我公仔催我快啲結婚。\n,		
      隻公仔好得意！\n,		
      關致門窗。\n,		
      你跌到頭關事冇？\n,		
      成日遲到，真係慣勢！\n,		
      啲藥特別刮肚噶。\n,		
      隻龜仔真係難教！\n,		
      你隻鬼打又冇記得帶錢！\n,		
      隻鬼仔幾得意哦！\n,		
      隻人骨枝大。\n,		
      𡲬尾狗。\n,		
      一槍打過背。\n,		
      荔枝過春咯！\n,		
      你冇早尐來，早時都過風咯。\n,		
      一到過年過節嗰橛路就塞車。\n,		
      青菜要先過水。\n,		
      公共汽車過趟嘹。\n,		
      啲菜鹹過頭嘹。\n,		
      啲木薯太老嘹，冇識幾𩰶口。\n,		
      一懈手就容易打跌嘢。\n,		
      𧿔冇𧿔就喊打喊殺。\n,		
      條衫喊價五百。\n,		
      佢喊做王小明。\n,		
      鹹濕佬。\n,		
      你教你仔講啲鹹淡水普通話，不如先教識佢白話。\n,		
      日日瓜皮送粥都係為了慳錢。\n,		
      買台洗碗機慳力好多。\n,		
      閒時嗰啲仲係一片荒山。\n,		
      閒先見佢仲冇而今咁瘦。\n,		
      冇做工跟啲傾閒偈。\n,		
      走行開啦！\n,		
      行路去學校。\n,		
      佢細時數學冇學得好，所以經常敲數都敲錯。\n,		
      願賭服輸，冇得閪面噶！\n,		
      嗰攤豬腳粉好食得閪魂失。\n,		
      佢係都要出去耍。\n,		
      冬天天黑得快，未到五點鐘就黑𣋟地遢嘹。\n,		
      佢唅唅聲衝來嘹。\n,	1	
      幫爛仔冚唪唥着捉齊。\n,		
      我冇肯得過佢。\n,		
      在學校冇得𧬈人嘅哇！\n,		
      隻嘢跟邊人講話都係𧬈㗧𧬈㗧到。\n,		
      嗰條衫同條褲冇乜合戥。\n,		
      好彩冇買檔股票！\n,		
      食了藥好抵尐未？\n,		
      老闆咁好講，冇可能冇准你請假呢。\n,		
      你自己份工都未做齊，好講我！\n,		
      事實如此，佢仲好講佢冇偷偷去過網吧。\n,		
      好鬼核突。\n,		
      我想去旅遊，好過老闆冇批假。\n,		
      隻阿伯幾好傾。\n,		
      你哋傾緊乜嘢啊？咁好傾。\n,		
      捉最好賣嘅書擺在前面。\n,		
      佢好諗佢會中碼。\n,		
      好耐冇食過豬腳粉嘹。\n,		
      你去過咁多地方，邊啲最好耍？\n,		
      細佬哥犯錯，要好聲好氣同佢講。\n,		
      今日咁好市？咁快賣齊嘹。\n,		
      欽州豬腳粉，食過嘅人都講好食。\n,		
      好心有好報。\n,		
      落雨天冇識幾好睡。\n,		
      我想去旅遊，好之老闆冇批假。\n,		
      笑得口開擘擘到。\n,		
      執人家口水尾。\n,		
      屋後背。\n,		
      後背生了一隻𦢊。\n,		
      昨晚後背邊人埋單？\n,		
      有人認為冇有後靠好難升職。\n,		
      我徛在佢後尾。\n,		
      後尾邊隻球隊贏了？\n,		
      外頭咁嘈，唏唏唅唅到，冇識搞乜。\n,		
      過敏周身起𦢊。\n,		
      嘴唇起瘭。\n,		
      捉兩張台拼起身。\n,		
      你放假食咁多嘢，過兩日肯定又肥起身。\n,		
      佢去埞啦，不如你下次再來揾佢囉。\n,		
      頭先架車爭五公分就撞到我嘹，真係險過剃頭！\n,		
      嫌命長你就飲酒開車！\n,		
      仲敢出來獻世？\n,		
      對啲嘢冇乜興稱。\n,		
      佢街邊執到一角子，興滴滴到，走去買糖膠食咯。\n,		
      食太多香口嘢會肥噶！\n,		
      一屋人一齊向火好溫馨。\n,		
      未先開估，我猜多一次！\n,		
      今晚開局喎！\n,		
      今晚白沙街又有兩隊人開劈。\n,		
      佢講啲鬼故事害得我驚死嘹。\n,		
      佢昨晚飲醉冇識回屋，害到我都捱佢媽仔鬧。\n,		
      看衰人。\n,		
      臭汗酸。\n,		
      過來炕火等手暖。\n,		
      隻嘢哭輸噶，冇耍得落去了！\n,		
      望見你哭浽浽到嗰次就原諒你啦。\n,		
      空口食菜。\n,		
      年卅晚街上到處空寥寥。\n,		
      空手喇寥去尋人幾難意，起碼買尐水果去啦。\n,		
      我二十幾秋了仲係紅花仔。\n,		
      我得了紅眼貓，冇要近我！\n,		
      天花板湆水。\n,		
      又打跌錢真係好陰功！\n,		
      佢借因惹講，今日有事冇去。\n,		
      半晚三更仲要出去摸麻將，真係癮過拜堂！\n,		
      啲果隻隻都係咁大，好勻巡。\n,		
      你成日都熠眼係冇係眼冇舒服？\n,		
      講了咁多次都冇入腦。\n,		
      佢喊破喉嚨都冇有人入理佢。\n,		
      一幫啷人沖落來。\n,		
      一次過捉啲年貨買齊去。\n,		
      科目二一次過。\n,		
      一堆壘嘢等到我去做。\n,		
      佢係欽州乒乓球一哥。\n,		
      一個兩個都冇成氣候。\n,		
      一於做齊工正食晚嘹。\n,		
      一世界人。\n,		
      年底一世界工做。\n,		
      一世人就結一次婚。\n,		
      自己一支公去睇電影。\n,		
      小心啲啊！你一失手大家就一鑊熟嘹。\n,		
      準備遲到嘹，佢一𩗴風沖去學校。\n,		
      明日有得你痛。\n,		
      佢份人點樣大家都有眼睇。\n,		
      有排未輪到我。\n,		
      大家一齊有伴去食飯。\n,		
      佢既然中意噉就由佢喟。\n,	1	
      去冇去由在你哦。\n,		
      由得佢。\n,		
      冇要食咁多油膉膉嘅嘢。\n,		
      佢成日都咿咿呦呦嘅，一尐都冇似領導。\n,		
      新年食生菜，係為了好意頭。\n,		
      你講嘅亦都係隻辦法。\n,		
      佢家婆媽好㤿尖，所以佢覺得好壓抑。\n,		
      好多泥頭車開跟啲過，搞得到處都煙駸駸。\n,		
      佢應誠敢來。\n,		
      應承了人哋就要做到。\n,		
      隻門關起身應聲韸韸到。\n,		
      昨日打球撞到膝頭，而今掂到仲有尐應痛。\n,		
      一到星期六晚幫夥計就邀邀恿恿去飲。\n,		
      佢傷得冇識幾要緊。\n,		
      隻嘢冇識幾要緊，一尐仔事就鬧人。\n,		
      張錢着洗得融融爛爛。\n,		
      明識係錯嘅，但佢臤定要噉子做。\n,		
      你隻契弟又想眲我。\n,		
      部手機禁使哦，使了三年仲好快。\n,		
      啲嘢禁食，幾十文一包，一下子就食齊嘹。\n,		
      佢第一眼望落去冇算好靚仔，但越睇越禁睇。\n,		
      條衫禁新哦！穿了十幾年都冇甩色。\n,		
      捉啲垃圾掃近堆去。\n,		
      我見過最劥飲嘅人就係佢哦。\n,		
      要幾劥食正食得落七碗糖水？\n,		
      我仔好劥搡。\n,		
      冇要捉被扱過頭。\n,		
      喊你穿多尐衫你冇穿，而今咳𠸏𠸏識錯未？\n,		
      求祈食一餐得啦。\n,		
      做人做事冇得咁求祈。\n,		
      我哋啲𡲢哩啡邊得去參加啲高級會議。\n,		
      棟樓真係起得好奇離。\n,		
      你龜仔夠㰰屎嘅哇！有嘢冇分尐畀我食！\n,		
      酸藠頭。\n,		
      昨日仲見佢徛篤篤在啲。\n,		
      去佢啲耍。\n,		
      佢啲水準我早都識啦！\n,		
      去東風市場你要對半傾價。\n,		
      上課陣時冇得傾偈。\n,		
      今晚揾老闆傾數。\n,		
      單生意終於傾妥嘹。\n,		
      傾扂條件。\n,		
      盤扣肉放了一晚凝油嘹。\n,		
      炣燒粉。\n,		
      你擱定杯酒在枱啲正。\n,		
      我冇覺意佢就走行開嘹。\n,		
      佢昨晚飲醉曲友嘹。\n,		
      擓丟隻膠紙袋。\n,		
      碗粉咁難食，虧難你食得齊。\n,		
      捱條木纊跌。\n,		
      聽講你哋星期六去燒烤？我又想拉衫尾。\n,		
      孻尾佢冇去到唱K。\n,		
      佢排在佢哋班最孻尾。\n,		
      前面有堆簕菶厏，要小心行。\n,		
      種魚特別多簕絲，食嘅時候要小心。\n,		
      快啲丟了你堆爛唗嘢。\n,		
      我細時候好爛哭。\n,		
      隻龜仔開車夠爛命噶！\n,		
      反正我爛命一條，我驚邊人？\n,		
      佢而今變得好爛飲。\n,		
      昨晚冇小心捱冷到嘹。\n,		
      捉啲垃雜嘢全部清理乾淨。\n,		
      手機響立亂。\n,		
      佢飲燒酒太辣命，飲落醫院嘹。\n,		
